latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
36.616,-96.318,313.2,2.5,1.5,2021-04-01,1750,T,47,6.0NRT,294.1,31.5,D
36.567,-96.098,310.9,2.6,1.5,2021-04-01,1750,T,29,6.0NRT,294.3,26.8,D
36.7,-96.767,349.2,2.3,1.5,2021-04-01,1750,T,95,6.0NRT,296.7,196.8,D
36.694,-96.741,309.4,2.3,1.5,2021-04-01,1750,T,63,6.0NRT,295.5,17,D
36.535,-96.019,307.3,2.6,1.6,2021-04-01,1750,T,63,6.0NRT,293.2,20.5,D
36.564,-96.593,319.6,2.4,1.5,2021-04-01,1750,T,73,6.0NRT,295.9,45.9,D
36.564,-96.572,319.6,2.4,1.5,2021-04-01,1750,T,75,6.0NRT,298.8,47.2,D
35.572,-92.703,300.1,4.5,1.9,2021-04-01,1750,T,24,6.0NRT,285.9,41.1,D
36.46,-96.551,309.5,2.4,1.5,2021-04-01,1750,T,67,6.0NRT,294.8,22.4,D
36.454,-96.525,308.9,2.5,1.5,2021-04-01,1750,T,66,6.0NRT,294.6,20.5,D
36.46,-96.528,305.9,2.5,1.5,2021-04-01,1750,T,57,6.0NRT,294.4,13.6,D
36.447,-96.532,305.7,2.5,1.5,2021-04-01,1750,T,53,6.0NRT,293.7,13.8,D
36.405,-96.659,307,2.4,1.5,2021-04-01,1750,T,54,6.0NRT,294.5,17.7,D
36.3,-96.845,306,2.4,1.5,2021-04-01,1750,T,58,6.0NRT,293.7,13.6,D
36.294,-96.82,310,2.4,1.5,2021-04-01,1750,T,67,6.0NRT,294.9,23.2,D
35.842,-94.918,304.7,3.2,1.7,2021-04-01,1750,T,58,6.0NRT,290.5,28.8,D
35.834,-94.885,302.5,3.2,1.7,2021-04-01,1750,T,49,6.0NRT,290.3,23.5,D
36.325,-97.209,306.4,2.2,1.5,2021-04-01,1750,T,58,6.0NRT,295.3,13.3,D
36.057,-96.308,310.1,2.6,1.5,2021-04-01,1750,T,67,6.0NRT,296,24.4,D
36.044,-96.313,307.4,2.6,1.5,2021-04-01,1750,T,25,6.0NRT,295.3,15.5,D
36.052,-96.315,310.5,2.6,1.5,2021-04-01,1750,T,56,6.0NRT,295.9,24,D
36.38,-98.277,306.6,1.9,1.4,2021-04-01,1750,T,50,6.0NRT,294.5,11.3,D
36.374,-98.367,318.1,1.9,1.3,2021-04-01,1750,T,75,6.0NRT,295.5,30.3,D
36.37,-98.347,326,1.9,1.3,2021-04-01,1750,T,82,6.0NRT,295.8,51.7,D
36.377,-98.285,309.7,1.9,1.4,2021-04-01,1750,T,60,6.0NRT,294.6,15.6,D
36.377,-98.351,327.4,1.9,1.3,2021-04-01,1750,T,83,6.0NRT,295.6,56,D
35.952,-96.356,305.8,2.6,1.5,2021-04-01,1750,T,53,6.0NRT,292.5,17.2,D
36.135,-97.444,306.2,2.2,1.4,2021-04-01,1750,T,54,6.0NRT,294.3,11.6,D
35.739,-96.5,307.6,2.6,1.5,2021-04-01,1750,T,61,6.0NRT,293.1,21,D
35.733,-96.473,313.8,2.6,1.5,2021-04-01,1750,T,72,6.0NRT,294,39.2,D
35.829,-97.089,307.7,2.3,1.5,2021-04-01,1750,T,23,6.0NRT,293.2,16,D
35.823,-97.065,312.1,2.4,1.5,2021-04-01,1750,T,62,6.0NRT,293.8,26.5,D
35.81,-97.069,311.1,2.4,1.5,2021-04-01,1750,T,46,6.0NRT,293.7,24.1,D
35.82,-97.098,305.4,2.3,1.5,2021-04-01,1750,T,53,6.0NRT,293.2,14.3,D
35.814,-97.073,325.4,2.4,1.5,2021-04-01,1750,T,83,6.0NRT,294.2,73.4,D
36.227,-99.299,312,1.7,1.3,2021-04-01,1750,T,63,6.0NRT,299.9,12,D
35.827,-97.385,306.7,2.3,1.5,2021-04-01,1750,T,57,6.0NRT,295.2,13.8,D
35.655,-96.773,306.2,2.5,1.5,2021-04-01,1750,T,58,6.0NRT,294.1,16.7,D
35.669,-96.964,306.7,2.4,1.5,2021-04-01,1750,T,59,6.0NRT,294.5,16.9,D
35.374,-95.793,306.9,2.9,1.6,2021-04-01,1750,T,62,6.0NRT,292.8,28.4,D
35.948,-98.512,312.2,1.9,1.3,2021-04-01,1750,T,66,6.0NRT,294.2,20.8,D
35.955,-98.515,306.1,1.9,1.3,2021-04-01,1750,T,27,6.0NRT,294.1,9.2,D
35.373,-95.799,308.9,2.9,1.6,2021-04-01,1750,T,66,6.0NRT,292.6,33.1,D
35.944,-98.519,308.5,1.9,1.3,2021-04-01,1750,T,54,6.0NRT,293.6,13.6,D
34.756,-93.431,300.4,4.3,1.9,2021-04-01,1750,T,33,6.0NRT,286,42.2,D
34.789,-93.704,325.7,4.1,1.9,2021-04-01,1750,T,84,6.0NRT,288,179.4,D
34.779,-93.662,321,4.1,1.9,2021-04-01,1750,T,77,6.0NRT,287.4,143.5,D
34.773,-93.711,317.8,4.1,1.9,2021-04-01,1750,T,78,6.0NRT,287.1,124.1,D
34.763,-93.669,321.1,4.1,1.9,2021-04-01,1750,T,81,6.0NRT,286,150.4,D
34.785,-93.713,325.4,4.1,1.9,2021-04-01,1750,T,84,6.0NRT,288,177.7,D
34.775,-93.671,328.7,4.1,1.9,2021-04-01,1750,T,86,6.0NRT,288,210,D
34.759,-93.678,308,4.1,1.9,2021-04-01,1750,T,64,6.0NRT,285.4,66.9,D
34.825,-94.362,305.4,3.7,1.8,2021-04-01,1750,T,60,6.0NRT,287.5,50,D
34.833,-94.364,302.9,3.7,1.8,2021-04-01,1750,T,51,6.0NRT,287.7,40.3,D
35.027,-95.452,305.4,3.1,1.7,2021-04-01,1750,T,58,6.0NRT,290.5,30,D
35.014,-95.463,302.4,3.1,1.7,2021-04-01,1750,T,24,6.0NRT,291,19.7,D
35.029,-96.203,329.4,2.8,1.6,2021-04-01,1750,T,85,6.0NRT,294.8,117.4,D
36.053,-101.26,312.6,1.3,1.1,2021-04-01,1750,T,56,6.0NRT,298.5,9.2,D
35.015,-96.207,307.5,2.8,1.6,2021-04-01,1750,T,61,6.0NRT,291.1,26.9,D
34.973,-96.094,304.5,2.9,1.6,2021-04-01,1750,T,52,6.0NRT,292.3,20.4,D
34.972,-96.101,303.1,2.9,1.6,2021-04-01,1750,T,33,6.0NRT,292.5,15.7,D
34.867,-96.038,320.2,2.9,1.6,2021-04-01,1750,T,79,6.0NRT,293.2,77,D
34.86,-96.008,303.1,2.9,1.6,2021-04-01,1750,T,44,6.0NRT,292,16.8,D
34.865,-96.044,316,2.9,1.6,2021-04-01,1750,T,74,6.0NRT,293.1,54.3,D
34.858,-96.014,307.7,2.9,1.6,2021-04-01,1750,T,34,6.0NRT,292.2,25.7,D
34.556,-95.648,306.3,3.1,1.7,2021-04-01,1750,T,44,6.0NRT,291.5,31.7,D
34.557,-95.652,303.8,3.1,1.7,2021-04-01,1750,T,40,6.0NRT,291.8,25.1,D
34.55,-95.621,305,3.1,1.7,2021-04-01,1750,T,48,6.0NRT,290,30.3,D
34.811,-96.907,307.6,2.6,1.5,2021-04-01,1750,T,59,6.0NRT,294.6,19.7,D
34.588,-96.117,313.6,2.9,1.6,2021-04-01,1750,T,70,6.0NRT,294.9,41.9,D
34.559,-96.127,325.6,2.9,1.6,2021-04-01,1750,T,83,6.0NRT,295.5,94.5,D
34.552,-96.097,322.3,2.9,1.6,2021-04-01,1750,T,73,6.0NRT,294.6,77.7,D
34.587,-96.125,313.2,2.9,1.6,2021-04-01,1750,T,70,6.0NRT,294.4,41.4,D
34.558,-96.134,318.7,2.9,1.6,2021-04-01,1750,T,77,6.0NRT,294.8,65.5,D
34.551,-96.104,328.4,2.9,1.6,2021-04-01,1750,T,80,6.0NRT,294.8,114.7,D
34.608,-97.631,308.7,2.3,1.5,2021-04-01,1750,T,55,6.0NRT,296.7,16.2,D
34.093,-95.547,303.9,3.3,1.7,2021-04-01,1750,T,43,6.0NRT,292.6,23.2,D
34.677,-98.523,325.9,2,1.4,2021-04-01,1750,T,81,6.0NRT,300.7,52.1,D
34.673,-98.501,333.6,2,1.4,2021-04-01,1750,T,87,6.0NRT,300.6,79.7,D
33.277,-93.973,308.4,4.3,1.9,2021-04-01,1750,T,64,6.0NRT,289.1,67.6,D
33.275,-93.981,313.8,4.3,1.9,2021-04-01,1750,T,72,6.0NRT,289.2,107.7,D
34.108,-97.74,323,2.4,1.5,2021-04-01,1750,T,79,6.0NRT,298.8,57.7,D
34.253,-98.537,309.4,2.1,1.4,2021-04-01,1750,T,51,6.0NRT,299,13.6,D
34.112,-97.744,323.8,2.4,1.5,2021-04-01,1750,T,80,6.0NRT,298.9,57.5,D
34.252,-98.543,310.7,2.1,1.4,2021-04-01,1750,T,59,6.0NRT,299.2,17,D
34.27,-98.877,312.5,2,1.4,2021-04-01,1750,T,62,6.0NRT,298.2,15.3,D
33.95,-97.444,307.6,2.5,1.5,2021-04-01,1750,T,49,6.0NRT,297.4,13.8,D
33.943,-97.453,309.3,2.5,1.5,2021-04-01,1750,T,40,6.0NRT,296.8,16.5,D
33.248,-98.094,308.2,2.3,1.5,2021-04-01,1750,T,46,6.0NRT,296.5,15.9,D
33.252,-98.099,310,2.3,1.5,2021-04-01,1750,T,53,6.0NRT,296.6,18.7,D
17.533,-91.66,328.1,1,1,2021-04-01,1925,A,68,6.0NRT,300.1,15,D
17.531,-91.669,326.2,1,1,2021-04-01,1925,A,54,6.0NRT,302.1,11.9,D
17.54,-91.671,324.6,1,1,2021-04-01,1925,A,64,6.0NRT,303.3,10.7,D
18.088,-88.248,331.5,1.2,1.1,2021-04-01,1925,A,54,6.0NRT,308.1,22.5,D
18.231,-88.258,334.8,1.2,1.1,2021-04-01,1925,A,85,6.0NRT,306.2,31.9,D
18.229,-88.269,333,1.2,1.1,2021-04-01,1925,A,83,6.0NRT,305.8,29.1,D
18.28,-88.333,354.8,1.2,1.1,2021-04-01,1925,A,97,6.0NRT,307.2,74.9,D
18.226,-89.219,359.5,1.1,1,2021-04-01,1925,A,99,6.0NRT,302.9,83.7,D
18.201,-89.409,318.9,1.1,1,2021-04-01,1925,A,51,6.0NRT,301,9.2,D
18.308,-90.943,325.2,1,1,2021-04-01,1925,A,65,6.0NRT,303,13,D
18.253,-91.651,318.9,1,1,2021-04-01,1925,A,63,6.0NRT,300.1,8.8,D
18.251,-91.787,319.4,1,1,2021-04-01,1925,A,57,6.0NRT,301.7,8.9,D
18.021,-93.698,315.5,1.2,1.1,2021-04-01,1925,A,40,6.0NRT,296.7,7.9,D
18.381,-91.398,348.9,1,1,2021-04-01,1925,A,88,6.0NRT,309.9,45.2,D
18.593,-91.08,324.8,1,1,2021-04-01,1925,A,39,6.0NRT,301.1,12.5,D
18.592,-91.089,321.4,1,1,2021-04-01,1925,A,42,6.0NRT,301.6,9,D
18.058,-96.053,316.8,1.7,1.3,2021-04-01,1925,A,61,6.0NRT,299.2,13.1,D
19.151,-90.187,373.9,1,1,2021-04-01,1925,A,100,6.0NRT,292.3,0,D
18.275,-95.93,316.9,1.6,1.3,2021-04-01,1925,A,29,6.0NRT,296.1,13.2,D
18.274,-95.936,320.5,1.6,1.3,2021-04-01,1925,A,67,6.0NRT,297.6,21.7,D
19.088,-90.902,326.6,1,1,2021-04-01,1925,A,72,6.0NRT,294,17.1,D
17.909,-98.407,320.7,2.6,1.5,2021-04-01,1925,A,57,6.0NRT,306.4,28.3,D
17.901,-98.41,325.3,2.6,1.5,2021-04-01,1925,A,75,6.0NRT,308.2,46.5,D
18.503,-96.153,329.4,1.7,1.3,2021-04-01,1925,A,80,6.0NRT,300.9,37.3,D
18.509,-96.186,327.5,1.7,1.3,2021-04-01,1925,A,78,6.0NRT,301.2,32.7,D
18.506,-96.202,319.9,1.7,1.3,2021-04-01,1925,A,49,6.0NRT,296.1,15.9,D
18.503,-96.141,327.5,1.7,1.3,2021-04-01,1925,A,77,6.0NRT,302.3,31.3,D
18.5,-96.157,324.9,1.7,1.3,2021-04-01,1925,A,72,6.0NRT,300,24.2,D
18.506,-96.191,331.6,1.7,1.3,2021-04-01,1925,A,82,6.0NRT,301.5,43.1,D
18.096,-98.894,331.5,2.8,1.6,2021-04-01,1925,A,81,6.0NRT,308.4,78.8,D
18.091,-98.919,338.5,2.8,1.6,2021-04-01,1925,A,87,6.0NRT,310.5,121.5,D
18.085,-98.948,334,2.8,1.6,2021-04-01,1925,A,84,6.0NRT,307.2,90.2,D
18.105,-98.921,347.9,2.8,1.6,2021-04-01,1925,A,93,6.0NRT,311.4,197.8,D
18.124,-98.9,334.8,2.8,1.6,2021-04-01,1925,A,84,6.0NRT,309.3,94.9,D
18.119,-98.925,339,2.8,1.6,2021-04-01,1925,A,88,6.0NRT,308.3,124.4,D
18.085,-98.9,329.5,2.8,1.6,2021-04-01,1925,A,64,6.0NRT,306.1,63.1,D
18.08,-98.925,328.3,2.8,1.6,2021-04-01,1925,A,69,6.0NRT,307.3,54.7,D
18.095,-98.926,333,2.8,1.6,2021-04-01,1925,A,83,6.0NRT,310.2,83.2,D
18.089,-98.958,324.8,2.8,1.6,2021-04-01,1925,A,36,6.0NRT,307.3,36.8,D
18.113,-98.905,334.6,2.8,1.6,2021-04-01,1925,A,80,6.0NRT,312.3,89.5,D
18.109,-98.929,347.3,2.8,1.6,2021-04-01,1925,A,93,6.0NRT,310,184.8,D
18.128,-98.906,333.7,2.8,1.6,2021-04-01,1925,A,83,6.0NRT,307.9,85.7,D
18.122,-98.935,326.9,2.8,1.6,2021-04-01,1925,A,62,6.0NRT,306.5,47,D
19.638,-89.997,323.1,1,1,2021-04-01,1925,A,42,6.0NRT,303.9,12.3,D
19.646,-89.993,329.4,1,1,2021-04-01,1925,A,37,6.0NRT,305.7,16.4,D
19.644,-90.003,328.8,1,1,2021-04-01,1925,A,32,6.0NRT,305.1,16,D
18.053,-100.178,324.9,3.4,1.7,2021-04-01,1925,A,73,6.0NRT,309.9,59.2,D
20.063,-88.882,327.9,1.2,1.1,2021-04-01,1925,A,78,6.0NRT,304.2,19,D
20.068,-88.878,328.4,1.2,1.1,2021-04-01,1925,A,79,6.0NRT,304.4,20.1,D
20.066,-88.889,323.8,1.2,1.1,2021-04-01,1925,A,73,6.0NRT,303.5,13.5,D
18.636,-98.811,338.3,2.7,1.6,2021-04-01,1925,A,87,6.0NRT,306.6,109.9,D
18.631,-98.835,326,2.7,1.6,2021-04-01,1925,A,74,6.0NRT,305,41.9,D
19.117,-96.468,328.6,1.7,1.3,2021-04-01,1925,A,78,6.0NRT,305.7,29.5,D
20.47,-88.906,334.9,1.2,1.1,2021-04-01,1925,A,85,6.0NRT,303.6,28.9,D
20.466,-89.16,328.9,1.1,1.1,2021-04-01,1925,A,77,6.0NRT,302,19,D
19.021,-98.455,319.1,2.5,1.5,2021-04-01,1925,A,43,6.0NRT,300.8,23.4,D
19.02,-98.436,319.8,2.4,1.5,2021-04-01,1925,A,36,6.0NRT,302.3,23.9,D
19.059,-99.329,364.6,2.9,1.6,2021-04-01,1925,A,100,6.0NRT,291.8,439.9,D
19.061,-99.333,365.1,2.9,1.6,2021-04-01,1925,A,100,6.0NRT,293.1,452.1,D
20.733,-88.996,340.7,1.2,1.1,2021-04-01,1925,A,89,6.0NRT,298.4,42.3,D
21.044,-89.027,325.6,1.2,1.1,2021-04-01,1925,A,73,6.0NRT,304.3,13.2,D
21.208,-88.789,362.7,1.2,1.1,2021-04-01,1925,A,100,6.0NRT,309,102.8,D
21.295,-88.666,331.2,1.2,1.1,2021-04-01,1925,A,81,6.0NRT,304.8,21.9,D
21.293,-88.678,346.3,1.2,1.1,2021-04-01,1925,A,92,6.0NRT,306.4,55.4,D
22.284,-81.023,316,4.3,1.9,2021-04-01,1925,A,41,6.0NRT,292.5,72.2,D
22.284,-81.028,313.5,4.3,1.9,2021-04-01,1925,A,32,6.0NRT,291.9,56.6,D
22.414,-81.844,314.4,3.8,1.8,2021-04-01,1925,A,46,6.0NRT,297.1,40.7,D
19.782,-102.061,319.5,4.4,1.9,2021-04-01,1925,A,51,6.0NRT,300.5,79.2,D
22.832,-80.893,319.5,4.5,2,2021-04-01,1925,A,49,6.0NRT,297.5,77.7,D
19.784,-102.065,318.5,4.4,1.9,2021-04-01,1925,A,47,6.0NRT,299.6,71.2,D
22.835,-80.854,317.6,4.5,2,2021-04-01,1925,A,64,6.0NRT,296.1,69.8,D
22.831,-80.898,317.3,4.5,2,2021-04-01,1925,A,63,6.0NRT,297.4,63.4,D
22.687,-82.852,318.9,3.2,1.7,2021-04-01,1925,A,66,6.0NRT,297.9,44.8,D
22.667,-83.248,318.9,3,1.7,2021-04-01,1925,A,49,6.0NRT,297.3,44,D
19.931,-101.697,323.8,4.1,1.9,2021-04-01,1925,A,58,6.0NRT,305.4,80.6,D
19.199,-72.279,325.1,1.9,1.3,2021-04-01,1750,A,77,6.0NRT,308.5,27.1,D
19.313,-72.439,315.7,1.9,1.4,2021-04-01,1750,A,26,6.0NRT,296.2,17.5,D
46.4,-117.552,364.5,2.1,1.4,2021-04-01,1930,T,100,6.0NRT,300,287.7,D
46.394,-117.526,345.6,2.1,1.4,2021-04-01,1930,T,94,6.0NRT,296.4,151,D
46.38,-117.991,308.4,2,1.4,2021-04-01,1930,T,66,6.0NRT,296.6,11.4,D
46.374,-117.966,315.3,2,1.4,2021-04-01,1930,T,76,6.0NRT,298,25.9,D
46.385,-117.967,309.5,2,1.4,2021-04-01,1930,T,57,6.0NRT,296.7,12.4,D
46.373,-117.972,314,2,1.4,2021-04-01,1930,T,74,6.0NRT,297.6,23,D
46.353,-118.119,313.5,2,1.4,2021-04-01,1930,T,74,6.0NRT,297.5,21.6,D
46.335,-118.209,347.3,2,1.4,2021-04-01,1930,T,95,6.0NRT,299.2,141.9,D
46.329,-118.184,338.4,2,1.4,2021-04-01,1930,T,91,6.0NRT,298.6,98.3,D
46.323,-118.214,312.2,2,1.4,2021-04-01,1930,T,72,6.0NRT,296.8,17.2,D
46.317,-118.189,344,2,1.4,2021-04-01,1930,T,93,6.0NRT,299.2,124.3,D
46.344,-118.212,307.2,2,1.4,2021-04-01,1930,T,50,6.0NRT,295.6,9.1,D
46.339,-118.187,317.5,2,1.4,2021-04-01,1930,T,78,6.0NRT,295.7,30.1,D
46.332,-118.217,325.2,2,1.4,2021-04-01,1930,T,84,6.0NRT,297.8,48.4,D
46.327,-118.192,347.3,2,1.4,2021-04-01,1930,T,95,6.0NRT,300,140.1,D
46.315,-118.196,338.2,2,1.4,2021-04-01,1930,T,91,6.0NRT,298,96,D
46.252,-118.036,323.3,2,1.4,2021-04-01,1930,T,82,6.0NRT,296.8,48.5,D
46.247,-118.012,323.8,2,1.4,2021-04-01,1930,T,82,6.0NRT,297.8,51.5,D
45.364,-120.046,315.7,1.7,1.3,2021-04-01,1930,T,76,6.0NRT,301,16.4,D
45.359,-120.025,318.8,1.7,1.3,2021-04-01,1930,T,79,6.0NRT,301.1,21.9,D
45.225,-123.16,308.7,1.2,1.1,2021-04-01,1930,T,53,6.0NRT,296.6,8.2,D
44.757,-122.344,305.5,1.3,1.2,2021-04-01,1930,T,58,6.0NRT,292.3,8.9,D
44.121,-120.221,315.3,1.8,1.3,2021-04-01,1930,T,74,6.0NRT,302,18.2,D
44.116,-120.199,316,1.8,1.3,2021-04-01,1930,T,74,6.0NRT,301.4,19.3,D
44.121,-120.204,319.5,1.8,1.3,2021-04-01,1930,T,78,6.0NRT,302.6,24.7,D
43.798,-121.036,313.2,1.6,1.3,2021-04-01,1930,T,63,6.0NRT,294.5,17.8,D
43.811,-123.904,410.5,1.2,1.1,2021-04-01,1930,T,100,6.0NRT,301.6,424.2,D
43.808,-123.889,349.4,1.2,1.1,2021-04-01,1930,T,96,6.0NRT,290.8,81,D
43.81,-123.91,375.4,1.2,1.1,2021-04-01,1930,T,100,6.0NRT,296.4,178.5,D
43.807,-123.895,378.6,1.2,1.1,2021-04-01,1930,T,100,6.0NRT,296,195.4,D
43.338,-121.724,303.2,1.6,1.2,2021-04-01,1930,T,39,6.0NRT,289.1,12,D
43.582,-124.204,303.1,1.2,1.1,2021-04-01,1930,T,20,6.0NRT,293,7.7,D
40.509,-123.763,306.2,1.4,1.2,2021-04-01,1930,T,59,6.0NRT,293.8,8.3,D
39.764,-122.072,319.2,1.8,1.3,2021-04-01,1930,T,76,6.0NRT,299.7,27.2,D
39.76,-122.051,313.6,1.8,1.3,2021-04-01,1930,T,68,6.0NRT,300.3,15.6,D
39.68,-122.063,330.9,1.8,1.3,2021-04-01,1930,T,85,6.0NRT,302.3,60.1,D
39.284,-122.203,322.3,1.8,1.3,2021-04-01,1930,T,78,6.0NRT,308.2,19.1,D
39.075,-122.043,322.9,1.9,1.3,2021-04-01,1930,T,72,6.0NRT,308.4,30.8,D
38.817,-122.667,319.1,1.8,1.3,2021-04-01,1930,T,75,6.0NRT,300,27.9,D
38.812,-122.644,314.5,1.8,1.3,2021-04-01,1930,T,68,6.0NRT,299.5,17.7,D
38.852,-123.24,336.4,1.6,1.3,2021-04-01,1930,T,88,6.0NRT,297.7,72.1,D
38.849,-123.222,327.5,1.6,1.3,2021-04-01,1930,T,82,6.0NRT,299.4,47.3,D
28.77,-95.93,321,1.1,1.1,2021-04-01,1930,A,73,6.0NRT,307.5,13.5,D
28.732,-96.727,320.9,1.2,1.1,2021-04-01,1930,A,71,6.0NRT,297.4,18.4,D
29.277,-95.063,322.6,1,1,2021-04-01,1930,A,76,6.0NRT,297.4,17.4,D
28.968,-97.152,314,1.3,1.1,2021-04-01,1930,A,59,6.0NRT,299.3,8,D
29.274,-95.435,319.7,1.1,1,2021-04-01,1930,A,73,6.0NRT,300.9,12.9,D
29.223,-96.437,314.1,1.2,1.1,2021-04-01,1930,A,40,6.0NRT,300.8,6.5,D
29.926,-92.815,307.3,1,1,2021-04-01,1930,A,44,6.0NRT,293.5,6.8,D
30.046,-92.405,304.4,1,1,2021-04-01,1930,A,37,6.0NRT,294.2,4.1,D
30.009,-92.68,305.1,1,1,2021-04-01,1930,A,40,6.0NRT,295.1,4.4,D
29.784,-94.892,317.9,1,1,2021-04-01,1930,A,70,6.0NRT,298.1,9.9,D
31.026,-83.99,301.6,3.4,1.7,2021-04-01,1930,A,48,6.0NRT,291.5,20.4,D
29.939,-94.532,308.9,1,1,2021-04-01,1930,A,44,6.0NRT,298.5,3.9,D
29.938,-94.543,308.3,1,1,2021-04-01,1930,A,35,6.0NRT,296.9,3.7,D
30.117,-94.704,320.5,1,1,2021-04-01,1930,A,77,6.0NRT,300,14.7,D
29.975,-96.726,315,1.2,1.1,2021-04-01,1930,A,65,6.0NRT,300.5,10.5,D
29.977,-96.733,310.7,1.2,1.1,2021-04-01,1930,A,55,6.0NRT,300.6,6.2,D
30.256,-95.124,311.7,1,1,2021-04-01,1930,A,66,6.0NRT,296.8,7.4,D
30.291,-95.67,334.3,1.1,1,2021-04-01,1930,A,88,6.0NRT,295.8,35,D
30.29,-95.681,310.7,1.1,1,2021-04-01,1930,A,62,6.0NRT,293.5,8.3,D
30.3,-95.672,332.9,1.1,1,2021-04-01,1930,A,87,6.0NRT,298.7,32.1,D
30.285,-95.771,308.7,1.1,1,2021-04-01,1930,A,56,6.0NRT,294.4,7.3,D
30.424,-96.452,312.5,1.1,1.1,2021-04-01,1930,A,63,6.0NRT,299.2,8.4,D
30.694,-94.977,331.1,1,1,2021-04-01,1930,A,86,6.0NRT,297.9,27.3,D
30.693,-94.988,307.4,1,1,2021-04-01,1930,A,46,6.0NRT,295.8,4.1,D
30.964,-96.035,310.9,1.1,1,2021-04-01,1930,A,60,6.0NRT,299.7,6,D
30.972,-96.382,325.4,1.1,1.1,2021-04-01,1930,A,80,6.0NRT,299.7,20.4,D
30.97,-96.394,340.4,1.1,1.1,2021-04-01,1930,A,91,6.0NRT,298.3,44.8,D
30.979,-96.396,316.9,1.1,1.1,2021-04-01,1930,A,71,6.0NRT,302.3,11.2,D
30.548,-98.871,325.7,1.5,1.2,2021-04-01,1930,A,79,6.0NRT,303.4,30.5,D
31.707,-91.628,303.6,1.1,1.1,2021-04-01,1930,A,19,6.0NRT,292.2,3.6,D
31.519,-93.545,316.5,1,1,2021-04-01,1930,A,76,6.0NRT,299.3,12.5,D
31.597,-93.91,306.5,1,1,2021-04-01,1930,A,48,6.0NRT,295.5,5.2,D
31.458,-95.114,324.9,1,1,2021-04-01,1930,A,82,6.0NRT,296,20.5,D
31.456,-95.124,334.6,1,1,2021-04-01,1930,A,88,6.0NRT,295.8,33.4,D
31.523,-94.737,312.2,1,1,2021-04-01,1930,A,68,6.0NRT,295.5,8.3,D
31.556,-94.701,315.3,1,1,2021-04-01,1930,A,65,6.0NRT,296.5,9.3,D
31.555,-94.712,312.1,1,1,2021-04-01,1930,A,42,6.0NRT,296.1,7.2,D
31.314,-96.615,308.4,1.1,1.1,2021-04-01,1930,A,45,6.0NRT,296.7,5.1,D
31.847,-93.169,320.9,1,1,2021-04-01,1930,A,80,6.0NRT,300.3,14.9,D
31.748,-93.952,311.6,1,1,2021-04-01,1930,A,53,6.0NRT,292.9,8.4,D
31.746,-93.963,318.1,1,1,2021-04-01,1930,A,60,6.0NRT,294.1,13.3,D
31.754,-93.975,353.5,1,1,2021-04-01,1930,A,97,6.0NRT,296.1,67.2,D
31.752,-93.985,315.5,1,1,2021-04-01,1930,A,54,6.0NRT,293.1,11.1,D
31.763,-93.977,355.9,1,1,2021-04-01,1930,A,98,6.0NRT,296.2,72.6,D
31.761,-93.987,337.2,1,1,2021-04-01,1930,A,90,6.0NRT,295.4,36.1,D
31.844,-95.428,310.1,1,1,2021-04-01,1930,A,63,6.0NRT,294.8,8.3,D
31.843,-95.439,304.5,1,1,2021-04-01,1930,A,16,6.0NRT,294.4,4.5,D
31.548,-99.547,319.9,1.6,1.2,2021-04-01,1930,A,69,6.0NRT,306.6,17.3,D
32.281,-95.77,319.7,1,1,2021-04-01,1930,A,75,6.0NRT,297.2,13.3,D
32.279,-95.781,323.3,1,1,2021-04-01,1930,A,79,6.0NRT,299.7,16.5,D
32.276,-95.803,317.6,1,1,2021-04-01,1930,A,48,6.0NRT,299.5,10.5,D
32.378,-95.38,313.4,1,1,2021-04-01,1930,A,67,6.0NRT,297.9,7.9,D
33.436,-88.576,307.7,1.8,1.3,2021-04-01,1930,A,66,6.0NRT,291.7,16.9,D
31.808,-99.956,316.4,1.7,1.3,2021-04-01,1930,A,57,6.0NRT,305.5,10.5,D
33.434,-88.563,300.6,1.8,1.3,2021-04-01,1930,A,38,6.0NRT,290.4,8.1,D
33.432,-88.582,301.7,1.8,1.3,2021-04-01,1930,A,49,6.0NRT,290.5,9.2,D
31.95,-99.389,364.3,1.5,1.2,2021-04-01,1930,A,100,6.0NRT,309.7,166.9,D
31.947,-99.405,337.4,1.5,1.2,2021-04-01,1930,A,87,6.0NRT,307.2,56.7,D
31.958,-99.407,319.6,1.5,1.2,2021-04-01,1930,A,68,6.0NRT,304.8,17.6,D
32.458,-97.391,314,1.2,1.1,2021-04-01,1930,A,62,6.0NRT,301.7,7.3,D
32.46,-97.399,314.7,1.2,1.1,2021-04-01,1930,A,63,6.0NRT,301.7,9,D
32.497,-97.778,333.7,1.2,1.1,2021-04-01,1930,A,65,6.0NRT,301.7,38.9,D
32.133,-100.205,315,1.7,1.3,2021-04-01,1930,A,54,6.0NRT,304.1,14.4,D
33.373,-92.428,301.4,1.1,1,2021-04-01,1930,A,46,6.0NRT,290.6,4.6,D
33.372,-92.44,308.5,1.1,1,2021-04-01,1930,A,67,6.0NRT,290.6,9.6,D
32.131,-100.211,317.6,1.7,1.3,2021-04-01,1930,A,59,6.0NRT,304.6,17.7,D
33.28,-93.718,312.2,1,1,2021-04-01,1930,A,0,6.0NRT,293.7,8.8,D
